 -0.0008  -0.0960   0.0000
  0.0162  -0.2112   0.0000
 -0.0029  -0.0567   0.0000
  0.0119  -0.2012   0.0000
 -0.0006   0.1859   0.0000
  0.0358  -0.1432   0.0000
  0.0362   0.1554   0.0000
  0.0484   0.0623   0.0000
  0.0094   0.1662   0.0000
  0.0558  -0.0843   0.0000
  0.0019   0.1066   0.0000
  0.0635   0.0902   0.0000
  0.0179   0.2412   0.0000
  0.0975   0.1060   0.0000
  0.0072   0.1420   0.0000
  0.0291  -0.0240   0.0000
  0.0015   0.1823   0.0000
  0.0551   0.1621   0.0000
  0.2156   0.1282   0.0000
  0.0392   0.1550   0.0000
  0.0505   0.1716   0.0000
  0.0424  -0.0046   0.0000
  0.0068   0.1976   0.0000
  0.0502   0.0674   0.0000
  0.0801   0.2270   0.0000
  0.0421  -0.1588   0.0000
  0.0804   0.2527   0.0000
  0.0115   0.0457   0.0000
  0.0304   0.1821   0.0000
  0.1037  -0.2610   0.0000
  0.1098   0.2202   0.0000
  0.0541  -0.0919   0.0000
  0.0072   0.2331   0.0000
  0.0362  -0.0118   0.0000
  0.1345   0.1882   0.0000
  0.1149   0.1285   0.0000
  0.0349   0.2147   0.0000
  0.0533   0.1405   0.0000
  0.0413   0.2136   0.0000
  0.0355   0.0756   0.0000
  0.1137   0.2968   0.0000
  0.0396  -0.1806   0.0000
  0.0369   0.0144   0.0000
  0.0348  -0.2613   0.0000
  0.0406   0.3355   0.0000
  0.0405   0.0229   0.0000
  0.1205   0.2959   0.0000
  0.0555   0.0074   0.0000
  0.0785   0.2135   0.0000
  0.0691   0.0678   0.0000
  0.0388   0.2532   0.0000
  0.0151   0.0764   0.0000
  0.0033   0.1520   0.0000
  0.0266   0.0447   0.0000
  0.0125   0.2299   0.0000
  0.0239  -0.0307   0.0000
  0.0201   0.2774   0.0000
  0.0272  -0.0027   0.0000
  0.0653   0.1580   0.0000
  0.0108   0.0134   0.0000
  0.0452   0.2489   0.0000
  0.0225   0.1134   0.0000
  0.0309   0.3476   0.0000
  0.0560  -0.0151   0.0000
  0.0356   0.2703   0.0000
  0.0088  -0.0248   0.0000
  0.0042   0.1880   0.0000
  0.0184   0.0374   0.0000
  0.0216   0.1814   0.0000
  0.0271   0.1296   0.0000
  0.0274   0.1569   0.0000
  0.0647   0.1039   0.0000
  0.0121   0.1846   0.0000
