HDFname,Product,Date,Site,ProcessDate,Band,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
MOD15A2.A2008329.fn_usniwot1.005.2008339225619.FparExtra_QC,MOD15A2,A2008329,fn_usniwot1,2008339225619,FparExtra_QC,10110000,10110000,10110000,10110000,10110000,10110000,10110000,10110000,00110000,00110000,10110000,00110000,00110000,00110000,00110000,01000000,00110100,00110100,01000000,00000000,00000000,00110000,01000000,01000000,00000000,00001000,00001000,00001000,01000000,01001000,00001000,00001000,00001000,00001000,00001000,01000000,00001000,00001000,00001000,00001000,00001000,00000000,00001000,00001000,10001000,10001000,10001000,10110000,00000000
MOD15A2.A2008329.fn_usniwot1.005.2008339225619.FparLai_QC,MOD15A2,A2008329,fn_usniwot1,2008339225619,FparLai_QC,00001000,00001000,00010000,00000000,00010000,00010000,00000000,00001000,01101001,00001000,00010000,00010000,00001000,00001000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2008329.fn_usniwot1.005.2008339225619.FparStdDev_1km,MOD15A2,A2008329,fn_usniwot1,2008339225619,FparStdDev_1km,0,0,0,0,0,7,7,0,248,0,0,0,10,9,7,12,8,9,7,8,8,11,8,8,9,9,8,6,10,8,6,8,8,11,7,9,9,9,9,9,8,8,6,11,6,7,6,0,9
MOD15A2.A2008329.fn_usniwot1.005.2008339225619.Fpar_1km,MOD15A2,A2008329,fn_usniwot1,2008339225619,Fpar_1km,9,9,9,9,9,21,31,27,31,45,27,45,58,57,50,49,53,59,53,52,53,41,54,53,58,58,53,47,59,63,59,54,54,51,51,66,66,58,56,57,55,54,60,59,32,30,26,23,47
MOD15A2.A2008329.fn_usniwot1.005.2008339225619.LaiStdDev_1km,MOD15A2,A2008329,fn_usniwot1,2008339225619,LaiStdDev_1km,0,0,0,0,0,1,1,0,248,0,0,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,2,2,2,2,3,3,2,2,2,2,2,2,3,1,1,1,0,2
MOD15A2.A2008329.fn_usniwot1.005.2008339225619.Lai_1km,MOD15A2,A2008329,fn_usniwot1,2008339225619,Lai_1km,1,1,1,1,1,3,5,3,7,6,3,6,10,9,8,7,8,10,9,8,8,6,8,9,10,9,8,7,10,11,10,9,9,8,8,12,12,10,9,9,9,9,10,10,5,5,4,3,7
MOD15A2.A2008337.fn_usniwot1.005.2008351194520.FparExtra_QC,MOD15A2,A2008337,fn_usniwot1,2008351194520,FparExtra_QC,10100100,10100000,10100000,10100100,10100100,10110000,11000100,11000100,00100100,00100100,10100100,00000100,01000100,00000000,00100100,01000100,00000100,00000000,00001000,00000000,00001000,00100000,01000100,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,10001000,10001000,10001000,10001000,00000000
MOD15A2.A2008337.fn_usniwot1.005.2008351194520.FparLai_QC,MOD15A2,A2008337,fn_usniwot1,2008351194520,FparLai_QC,01100001,01101001,01101001,01100001,01100001,01101001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01101001,01100001,01100001,00000000,01100001,00000000,01101001,00000000,01101001,00000000,00000000,01100001,01100001,01100001,00000000,01100001,00000000,00000000,00000000,01100001,01100001,00000000,01100001,01100001,01100001,01100001,01100001,00000000,00000000,01100001,01100001,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2008337.fn_usniwot1.005.2008351194520.FparStdDev_1km,MOD15A2,A2008337,fn_usniwot1,2008351194520,FparStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,6,248,11,248,8,248,10,10,248,248,248,10,248,6,10,8,248,248,7,248,248,248,248,248,0,8,248,248,6,5,9,8,9
MOD15A2.A2008337.fn_usniwot1.005.2008351194520.Fpar_1km,MOD15A2,A2008337,fn_usniwot1,2008351194520,Fpar_1km,2,4,3,3,6,6,12,8,9,9,15,15,27,35,20,25,51,36,77,33,54,15,58,69,33,32,30,58,38,71,75,65,32,31,65,36,42,35,33,31,56,65,43,29,44,42,37,38,57
MOD15A2.A2008337.fn_usniwot1.005.2008351194520.LaiStdDev_1km,MOD15A2,A2008337,fn_usniwot1,2008351194520,LaiStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,1,248,11,248,2,248,3,5,248,248,248,3,248,3,8,3,248,248,3,248,248,248,248,248,0,3,248,248,1,1,2,2,2
MOD15A2.A2008337.fn_usniwot1.005.2008351194520.Lai_1km,MOD15A2,A2008337,fn_usniwot1,2008351194520,Lai_1km,0,1,1,1,1,1,2,2,2,2,3,3,6,8,4,5,7,8,19,7,8,3,9,14,7,7,6,9,9,13,17,12,7,7,11,8,10,8,7,7,9,12,10,6,7,7,6,6,9
MOD15A2.A2008345.fn_usniwot1.005.2008356024311.FparExtra_QC,MOD15A2,A2008345,fn_usniwot1,2008356024311,FparExtra_QC,10100000,10100000,10100000,10100000,10100000,10100000,11001100,10100000,00100000,00100000,10100000,00001100,00100000,00100000,00100000,00100000,01000000,00100000,01000000,01000000,01001000,00100000,01000000,01000000,01000000,01000000,00001000,01000000,01000000,01000000,01001000,01001000,00001000,01000000,01001100,01000000,01000000,01000000,01000000,01001000,01001000,01001000,01000000,01000000,11001000,11001000,11000000,11001000,01001000
MOD15A2.A2008345.fn_usniwot1.005.2008356024311.FparLai_QC,MOD15A2,A2008345,fn_usniwot1,2008356024311,FparLai_QC,01101001,01101001,01101001,01101001,01101001,01101001,01100001,01101001,01101001,01101001,01101001,01100001,01101001,00001000,01101001,01101001,00010000,00001000,00000000,00000000,01100001,01101001,00010000,00000000,00010000,00000000,01110001,00000000,00010000,00010000,00000000,00000000,01110001,01101001,01100001,00000000,00000000,01100001,01100001,01101001,01101001,01101001,00000000,01101001,01101001,01101001,01101001,01101001,01101001
MOD15A2.A2008345.fn_usniwot1.005.2008356024311.FparStdDev_1km,MOD15A2,A2008345,fn_usniwot1,2008356024311,FparStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,9,248,248,11,6,8,5,248,248,11,10,12,10,248,7,0,4,10,11,248,248,248,6,8,248,248,248,248,248,6,248,248,248,248,248,248
MOD15A2.A2008345.fn_usniwot1.005.2008356024311.Fpar_1km,MOD15A2,A2008345,fn_usniwot1,2008356024311,Fpar_1km,2,3,4,3,5,7,10,13,13,12,17,15,21,48,23,26,44,51,55,49,26,19,43,58,49,44,34,40,45,62,75,43,29,22,28,50,55,29,24,21,21,31,49,16,12,17,14,17,22
MOD15A2.A2008345.fn_usniwot1.005.2008356024311.LaiStdDev_1km,MOD15A2,A2008345,fn_usniwot1,2008356024311,LaiStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,2,248,248,2,1,2,1,248,248,2,3,2,2,248,1,0,1,11,2,248,248,248,1,2,248,248,248,248,248,1,248,248,248,248,248,248
MOD15A2.A2008345.fn_usniwot1.005.2008356024311.Lai_1km,MOD15A2,A2008345,fn_usniwot1,2008356024311,Lai_1km,0,1,1,1,1,1,2,3,3,2,3,3,4,7,5,5,6,7,8,7,5,4,6,10,7,6,7,5,6,10,18,6,6,4,6,7,8,6,5,4,4,7,7,3,2,3,3,3,4
MOD15A2.A2008353.fn_usniwot1.005.2008364060255.FparExtra_QC,MOD15A2,A2008353,fn_usniwot1,2008364060255,FparExtra_QC,10100000,10100000,10100000,10100000,10100000,10100000,10100100,10100000,00100000,00100000,10100000,00100000,00100100,01000100,00100000,00100000,01000100,00100100,01000100,00000000,00001100,00100000,00000000,00000000,00001000,00001000,00001100,00001000,00001100,00001000,00001000,00001000,00001100,00001100,00001100,00001100,00001000,00001100,00001100,00001100,00001100,00001100,00001100,00110000,10110000,10100000,10100000,10001100,00001100
MOD15A2.A2008353.fn_usniwot1.005.2008364060255.FparLai_QC,MOD15A2,A2008353,fn_usniwot1,2008364060255,FparLai_QC,01101001,01101001,01101001,01101001,01101001,01101001,01100001,01101001,01101001,01101001,01101001,01101001,01100001,01100001,01101001,01101001,01100001,01100001,00000000,01100001,01100001,01101001,00010000,00000000,01100001,01100001,01100001,01100001,01100001,00000000,00000000,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01101001,01101001,01101001,01101001,01100001,01100001
MOD15A2.A2008353.fn_usniwot1.005.2008364060255.FparStdDev_1km,MOD15A2,A2008353,fn_usniwot1,2008364060255,FparStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,8,248,248,248,0,9,248,248,248,248,248,11,10,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248
MOD15A2.A2008353.fn_usniwot1.005.2008364060255.Fpar_1km,MOD15A2,A2008353,fn_usniwot1,2008364060255,Fpar_1km,1,1,2,2,4,3,7,5,8,8,12,9,18,25,13,16,22,25,65,18,20,11,56,66,23,31,28,24,33,78,76,29,23,21,31,32,32,20,18,15,13,22,24,13,9,11,8,10,15
MOD15A2.A2008353.fn_usniwot1.005.2008364060255.LaiStdDev_1km,MOD15A2,A2008353,fn_usniwot1,2008364060255,LaiStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,3,248,248,248,0,3,248,248,248,248,248,12,8,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248
MOD15A2.A2008353.fn_usniwot1.005.2008364060255.Lai_1km,MOD15A2,A2008353,fn_usniwot1,2008364060255,Lai_1km,0,0,0,0,1,0,1,1,1,1,2,2,4,5,2,3,4,5,11,4,4,2,9,12,5,7,6,5,7,20,18,6,4,4,7,7,7,4,4,3,3,4,5,2,1,2,1,2,3
MOD15A2.A2008361.fn_usniwot1.005.2009012122346.FparExtra_QC,MOD15A2,A2008361,fn_usniwot1,2009012122346,FparExtra_QC,10100100,11000100,11000100,10100100,11000100,11000100,11000100,11000100,00100100,00100100,10100100,00110100,01000000,01000000,01000100,01000100,01000100,00100000,00000000,00001000,00001000,01000100,01000100,01001000,00000000,00001000,00001000,00001000,00100000,01001000,01001000,00001000,00001000,00001000,00001000,00000000,00001000,01000000,00001000,01001000,01001000,00001000,00001000,01000000,10001000,10001000,10001000,11000000,01001000
MOD15A2.A2008361.fn_usniwot1.005.2009012122346.FparLai_QC,MOD15A2,A2008361,fn_usniwot1,2009012122346,FparLai_QC,01100001,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01100001,01100001,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00010000,00000000
MOD15A2.A2008361.fn_usniwot1.005.2009012122346.FparStdDev_1km,MOD15A2,A2008361,fn_usniwot1,2009012122346,FparStdDev_1km,248,0,0,0,0,0,0,0,248,248,0,14,12,6,7,7,8,8,9,10,7,7,7,10,6,8,10,9,10,7,7,10,8,8,10,9,9,7,6,7,7,10,11,11,7,7,6,7,10
MOD15A2.A2008361.fn_usniwot1.005.2009012122346.Fpar_1km,MOD15A2,A2008361,fn_usniwot1,2009012122346,Fpar_1km,3,9,9,9,9,8,24,9,17,15,9,26,48,48,34,35,65,54,65,57,53,34,64,77,50,53,49,56,45,74,64,62,53,53,59,60,67,51,51,50,51,56,59,44,31,31,29,32,44
MOD15A2.A2008361.fn_usniwot1.005.2009012122346.LaiStdDev_1km,MOD15A2,A2008361,fn_usniwot1,2009012122346,LaiStdDev_1km,248,0,0,0,0,0,0,0,248,248,0,2,2,1,1,1,3,2,3,3,2,1,2,12,1,2,2,2,2,4,2,3,2,2,3,2,4,2,1,2,2,3,3,2,1,1,1,1,2
MOD15A2.A2008361.fn_usniwot1.005.2009012122346.Lai_1km,MOD15A2,A2008361,fn_usniwot1,2009012122346,Lai_1km,1,1,1,1,1,1,3,1,3,3,1,3,7,7,5,5,11,8,12,9,8,4,11,19,7,8,7,9,6,15,11,11,8,8,10,10,12,8,7,8,8,9,10,6,5,5,4,5,6
MOD15A2.A2009001.fn_usniwot1.005.2009014075353.FparExtra_QC,MOD15A2,A2009001,fn_usniwot1,2009014075353,FparExtra_QC,10100100,11000100,11000100,10100100,11000100,11000100,11000100,11000100,00100100,00100100,10100100,00110100,01000000,01000100,01000100,00100100,00100100,01000000,01000000,01001000,01000000,01000100,01000000,01001100,01000000,01001000,01000000,01000000,00110100,01001000,01001000,01000000,01000000,01001000,01001000,01000000,01000000,01000000,01000000,01001000,01001000,00110000,01000000,01000000,10110000,10110000,10110000,10110000,01001000
MOD15A2.A2009001.fn_usniwot1.005.2009014075353.FparLai_QC,MOD15A2,A2009001,fn_usniwot1,2009014075353,FparLai_QC,01100001,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01100001,01100001,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2009001.fn_usniwot1.005.2009014075353.FparStdDev_1km,MOD15A2,A2009001,fn_usniwot1,2009014075353,FparStdDev_1km,248,0,0,0,0,0,0,0,248,248,0,14,12,11,7,11,8,10,9,6,5,7,11,9,7,9,9,0,8,5,9,5,6,9,6,7,8,7,5,7,7,11,8,11,5,7,6,7,10
MOD15A2.A2009001.fn_usniwot1.005.2009014075353.Fpar_1km,MOD15A2,A2009001,fn_usniwot1,2009014075353,Fpar_1km,3,9,9,9,9,8,24,9,17,15,9,26,48,60,34,48,52,55,58,48,46,34,50,66,51,57,43,42,53,64,69,45,47,43,46,52,54,51,46,50,51,50,52,44,27,30,28,31,44
MOD15A2.A2009001.fn_usniwot1.005.2009014075353.LaiStdDev_1km,MOD15A2,A2009001,fn_usniwot1,2009014075353,LaiStdDev_1km,248,0,0,0,0,0,0,0,248,248,0,2,2,3,1,2,2,2,2,1,1,1,2,3,2,2,2,0,2,2,4,1,1,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,2
MOD15A2.A2009001.fn_usniwot1.005.2009014075353.Lai_1km,MOD15A2,A2009001,fn_usniwot1,2009014075353,Lai_1km,1,1,1,1,1,1,3,1,3,3,1,3,7,10,5,7,8,9,10,7,7,4,7,12,7,9,6,6,8,11,13,7,7,6,7,8,9,8,7,8,8,7,8,6,4,4,4,5,6
MOD15A2.A2009009.fn_usniwot1.005.2009026071957.FparExtra_QC,MOD15A2,A2009009,fn_usniwot1,2009026071957,FparExtra_QC,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,00100100,00100100,10100100,00100100,00100000,00100000,00100100,00100100,00100100,00100100,00000100,01000000,00100000,01000100,01000100,01000100,00100000,01000000,01000000,01000000,01000100,01000100,01000000,00100000,00100000,01000100,01000100,00100000,00100000,00100000,00100000,01000100,01000100,00100000,01000000,01000000,10001000,10001000,11001000,10001000,00001000
MOD15A2.A2009009.fn_usniwot1.005.2009026071957.FparLai_QC,MOD15A2,A2009009,fn_usniwot1,2009026071957,FparLai_QC,01101001,01101001,01101001,01101001,01101001,01101001,00001000,01101001,01100001,01100001,01100001,01100001,00001000,00001000,01100001,01100001,00000000,01100001,00000000,00010000,00001000,01100001,01100001,00000000,00001000,00010000,00010000,00010000,01100001,00000000,00000000,00001000,00001000,00000000,00000000,00001000,00001000,00001000,00001000,00000000,00000000,00001000,00010000,00010000,01110001,01110001,00001000,00010000,01110001
MOD15A2.A2009009.fn_usniwot1.005.2009026071957.FparStdDev_1km,MOD15A2,A2009009,fn_usniwot1,2009026071957,FparStdDev_1km,248,248,248,248,248,248,0,248,248,248,248,248,10,10,248,248,8,248,8,0,0,248,248,8,0,0,0,0,248,6,8,0,0,0,0,0,0,0,0,0,0,14,0,0,248,248,0,0,248
MOD15A2.A2009009.fn_usniwot1.005.2009026071957.Fpar_1km,MOD15A2,A2009009,fn_usniwot1,2009026071957,Fpar_1km,2,3,2,2,3,3,8,5,10,12,15,13,20,41,20,32,58,47,66,9,9,17,38,63,9,9,9,9,41,65,67,9,9,9,9,9,9,9,9,9,10,30,9,9,19,23,8,26,25
MOD15A2.A2009009.fn_usniwot1.005.2009026071957.LaiStdDev_1km,MOD15A2,A2009009,fn_usniwot1,2009026071957,LaiStdDev_1km,248,248,248,248,248,248,0,248,248,248,248,248,1,2,248,248,2,248,3,0,0,248,248,2,0,0,0,0,248,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,248,248,0,0,248
MOD15A2.A2009009.fn_usniwot1.005.2009026071957.Lai_1km,MOD15A2,A2009009,fn_usniwot1,2009026071957,Lai_1km,0,1,0,0,1,0,1,1,2,2,3,2,2,6,4,7,9,12,12,1,1,3,9,11,1,1,1,1,9,11,12,1,1,1,1,1,1,1,1,1,1,4,1,1,4,5,1,3,5
MOD15A2.A2009017.fn_usniwot1.005.2009030041834.FparExtra_QC,MOD15A2,A2009017,fn_usniwot1,2009030041834,FparExtra_QC,10100100,10100100,10100000,10100000,10110000,10100000,10110100,10100000,00100000,01000000,10100000,01000100,01000000,00110000,00110100,00110100,01000100,00110000,00000000,00110000,00110000,00100000,01001100,01001000,00110000,00110000,00110000,00001000,00110100,01001000,01001000,00110000,01000000,00110000,01000000,00110000,00110000,00110000,01000000,01000000,01001000,01000000,00110000,01000000,10001000,10001000,10001000,10001000,00001000
MOD15A2.A2009017.fn_usniwot1.005.2009030041834.FparLai_QC,MOD15A2,A2009017,fn_usniwot1,2009030041834,FparLai_QC,01100001,01100001,01101001,01101001,00001000,00001000,00000000,01101001,00001000,00001000,01101001,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00010000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00010000,00010000,00010000,00000000
MOD15A2.A2009017.fn_usniwot1.005.2009030041834.FparStdDev_1km,MOD15A2,A2009017,fn_usniwot1,2009030041834,FparStdDev_1km,248,248,248,248,0,0,9,248,10,0,248,0,0,9,8,8,7,10,7,7,9,0,0,10,10,8,11,10,11,6,7,8,11,11,8,11,10,11,10,11,11,8,10,9,7,8,7,7,10
MOD15A2.A2009017.fn_usniwot1.005.2009030041834.Fpar_1km,MOD15A2,A2009017,fn_usniwot1,2009030041834,Fpar_1km,4,5,4,4,9,8,17,16,20,9,17,9,9,56,44,54,56,58,66,50,51,9,56,76,56,54,43,56,50,72,73,53,45,43,53,59,61,50,44,47,49,55,57,42,34,37,31,31,46
MOD15A2.A2009017.fn_usniwot1.005.2009030041834.LaiStdDev_1km,MOD15A2,A2009017,fn_usniwot1,2009030041834,LaiStdDev_1km,248,248,248,248,0,0,1,248,1,0,248,0,0,2,2,2,2,3,3,2,2,0,0,11,3,2,2,3,2,3,4,2,2,2,2,3,3,2,2,2,2,2,3,2,1,2,1,1,2
MOD15A2.A2009017.fn_usniwot1.005.2009030041834.Lai_1km,MOD15A2,A2009017,fn_usniwot1,2009030041834,Lai_1km,1,1,1,1,1,1,2,3,2,1,4,1,1,9,6,8,8,10,12,8,8,1,9,19,9,8,6,9,8,14,15,8,7,6,8,10,11,7,6,7,7,9,9,6,5,6,5,5,7
MOD15A2.A2009025.fn_usniwot1.005.2009035222205.FparExtra_QC,MOD15A2,A2009025,fn_usniwot1,2009035222205,FparExtra_QC,10100000,10100000,10100000,10100000,10100100,10100100,10100100,10100000,00100000,00100000,10100100,00100100,00100100,00110100,00100000,00110000,00110000,00110100,00110000,00110100,00110000,00110000,00110100,01000000,01000100,01000100,01000100,00001000,00000100,00110000,01001000,00110000,01000100,01000100,01000100,00001000,00110000,01000100,01000100,01000100,01000100,00110100,00110000,01000100,10110000,10110000,10110000,10110000,00110000
MOD15A2.A2009025.fn_usniwot1.005.2009035222205.FparLai_QC,MOD15A2,A2009025,fn_usniwot1,2009035222205,FparLai_QC,01101001,01101001,01101001,01101001,01100001,01100001,01100001,01101001,01101001,01101001,01100001,01100001,01100001,01100001,01101001,01101001,00001000,00000000,00000000,00000000,01100001,01101001,00000000,00010000,00000000,00000000,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00010000,00010000,00010000,00010000,00000000
MOD15A2.A2009025.fn_usniwot1.005.2009035222205.FparStdDev_1km,MOD15A2,A2009025,fn_usniwot1,2009035222205,FparStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,8,6,10,10,248,248,10,7,10,9,10,8,0,4,4,10,0,0,0,0,6,8,0,0,0,10,10,0,0,0,0,0,10
MOD15A2.A2009025.fn_usniwot1.005.2009035222205.Fpar_1km,MOD15A2,A2009025,fn_usniwot1,2009035222205,Fpar_1km,1,2,1,2,3,4,10,7,11,11,17,15,24,37,20,34,53,51,61,41,32,17,42,64,20,23,22,37,45,60,69,43,9,9,9,45,49,13,9,9,9,44,44,10,26,25,25,25,42
MOD15A2.A2009025.fn_usniwot1.005.2009035222205.LaiStdDev_1km,MOD15A2,A2009025,fn_usniwot1,2009035222205,LaiStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,2,1,3,2,248,248,2,2,1,1,1,1,0,1,2,2,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,2
MOD15A2.A2009025.fn_usniwot1.005.2009035222205.Lai_1km,MOD15A2,A2009025,fn_usniwot1,2009035222205,Lai_1km,0,0,0,0,0,1,2,1,2,2,4,3,5,8,4,7,8,7,10,6,7,3,6,11,2,3,3,5,6,10,12,6,1,1,1,6,7,2,1,1,1,6,6,1,3,3,3,3,6
MOD15A2.A2009033.fn_usniwot1.005.2009046083755.FparExtra_QC,MOD15A2,A2009033,fn_usniwot1,2009046083755,FparExtra_QC,10100000,10100000,10100100,10100100,10100100,10100100,10100000,10100000,00100100,00100100,10100100,00100100,00100100,00100100,00100100,00100100,01000100,00100000,01000000,01000000,00110000,00100100,00110000,01001000,01000000,00110000,00100000,00110000,01000000,01001000,01001000,01000000,01000000,00110000,00110000,01000000,01000000,01000000,01000000,00110000,00110000,01001000,01000000,01001000,11001000,11001000,10110000,11000000,01001000
MOD15A2.A2009033.fn_usniwot1.005.2009046083755.FparLai_QC,MOD15A2,A2009033,fn_usniwot1,2009046083755,FparLai_QC,01101001,01101001,01100001,01100001,01100001,01100001,00001000,01101001,01100001,01100001,01100001,01100001,01100001,01100001,00000000,00000000,00000000,00001000,00010000,00000000,00001000,01100001,00001000,00000000,00000000,00001000,00001000,00001000,00000000,00000000,00000000,00000000,00000000,00001000,00001000,00000000,00000000,00000000,00000000,00001000,00001000,00000000,00000000,00000000,00000000,00010000,00000000,00010000,00000000
MOD15A2.A2009033.fn_usniwot1.005.2009046083755.FparStdDev_1km,MOD15A2,A2009033,fn_usniwot1,2009046083755,FparStdDev_1km,248,248,248,248,248,248,9,248,248,248,248,248,248,248,7,10,6,7,7,0,8,248,7,8,9,0,7,7,9,6,10,8,7,7,10,8,8,5,8,7,9,7,6,10,7,6,7,6,6
MOD15A2.A2009033.fn_usniwot1.005.2009046083755.Fpar_1km,MOD15A2,A2009033,fn_usniwot1,2009046083755,Fpar_1km,3,3,3,3,5,6,17,15,13,10,16,15,26,45,39,42,50,50,53,45,37,19,40,64,45,45,38,39,41,61,67,42,38,40,41,51,50,47,41,40,39,57,47,43,32,34,31,33,50
MOD15A2.A2009033.fn_usniwot1.005.2009046083755.LaiStdDev_1km,MOD15A2,A2009033,fn_usniwot1,2009046083755,LaiStdDev_1km,248,248,248,248,248,248,1,248,248,248,248,248,248,248,1,2,1,2,2,0,1,248,1,3,2,0,1,1,2,2,4,2,1,1,2,2,2,1,2,1,1,2,1,2,1,1,1,1,1
MOD15A2.A2009033.fn_usniwot1.005.2009046083755.Lai_1km,MOD15A2,A2009033,fn_usniwot1,2009046083755,Lai_1km,1,1,0,1,1,1,2,3,2,2,3,3,5,11,5,6,7,8,8,6,5,4,5,11,6,6,5,5,6,10,12,6,5,5,6,8,8,7,6,5,5,9,7,6,5,5,5,5,7
MOD15A2.A2009041.fn_usniwot1.005.2009059132131.FparExtra_QC,MOD15A2,A2009041,fn_usniwot1,2009059132131,FparExtra_QC,10100000,10100000,10100000,10100000,10100000,10100000,11000100,10100100,00100100,00100100,10100000,00110100,00100100,00110100,00100100,00100100,00110100,00110000,00000100,00000000,00000000,00100100,01000100,01000100,00110000,00110000,00110000,00100000,00110000,01001100,00001000,00001000,00100000,00001000,00001000,00110000,00001000,00110000,00110000,00000000,00001000,00001000,00001000,00110000,10001000,10001000,10001000,10001000,00001000
MOD15A2.A2009041.fn_usniwot1.005.2009059132131.FparLai_QC,MOD15A2,A2009041,fn_usniwot1,2009059132131,FparLai_QC,01101001,01101001,01101001,01101001,01101001,00001000,00000000,01100001,01100001,01100001,00001000,01100001,01100001,01100001,00000000,00000000,00000000,01101001,00000000,00000000,00000000,01100001,00000000,00000000,01100001,01100001,01100001,00001000,00010000,00000000,00000000,00000000,00001000,00000000,00010000,01100001,00000000,00000000,00000000,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00010000,00000000
MOD15A2.A2009041.fn_usniwot1.005.2009059132131.FparStdDev_1km,MOD15A2,A2009041,fn_usniwot1,2009059132131,FparStdDev_1km,248,248,248,248,248,0,0,248,248,248,0,248,248,248,9,8,10,248,12,10,12,248,10,8,248,248,248,8,7,10,11,10,7,0,10,248,8,10,7,7,9,10,10,8,6,7,7,6,12
MOD15A2.A2009041.fn_usniwot1.005.2009059132131.Fpar_1km,MOD15A2,A2009041,fn_usniwot1,2009059132131,Fpar_1km,2,2,2,3,3,8,8,9,8,8,9,11,21,29,23,37,43,30,49,43,46,11,42,54,24,25,23,37,39,57,60,56,38,45,57,29,55,42,37,38,54,57,61,37,28,32,30,28,46
MOD15A2.A2009041.fn_usniwot1.005.2009059132131.LaiStdDev_1km,MOD15A2,A2009041,fn_usniwot1,2009059132131,LaiStdDev_1km,248,248,248,248,248,0,0,248,248,248,0,248,248,248,1,1,2,248,3,2,2,248,2,2,248,248,248,1,1,3,3,2,1,0,3,248,2,2,1,1,2,3,3,1,1,1,1,1,2
MOD15A2.A2009041.fn_usniwot1.005.2009059132131.Lai_1km,MOD15A2,A2009041,fn_usniwot1,2009059132131,Lai_1km,0,0,0,0,1,1,1,2,2,1,1,2,4,6,3,5,6,6,7,6,7,2,6,8,5,5,5,5,5,9,10,9,5,6,9,6,8,6,5,5,8,9,10,5,4,5,4,4,7
MOD15A2.A2009049.fn_usniwot1.005.2009061092313.FparExtra_QC,MOD15A2,A2009049,fn_usniwot1,2009061092313,FparExtra_QC,10100000,10100000,10100100,10100000,10110000,10100000,10100000,10100100,00100100,00100100,10110000,00110100,00110100,00110000,00110100,00110100,00100100,00110100,00100100,00001000,00001000,00100000,00110100,01000000,01000000,00000000,00001000,00001000,01000000,01000000,00001100,00000000,00000000,00001000,00001000,01000000,00001000,00001000,00000000,00001000,00001000,00001000,00001000,00001000,11000000,11000000,11000000,10110000,00110000
