  2.3944739e-003	  4.1157563e-001	
 -1.4757679e-002	  3.5148828e-001	
 -3.7865170e-003	  1.1270452e+000	
  7.1928298e-003	  4.2325123e-001	
  7.5303422e-003	  9.7262912e-001	
  1.8681731e-002	  4.8680913e-001	
 -1.7411064e-004	  7.4905514e-001	
  1.3286194e-002	  3.6421501e-001	
 -5.8413083e-003	  6.6597901e-001	
 -3.2190986e-003	  1.8282044e-001	
 -1.9865222e-003	  7.2356569e-001	
  4.8543752e-003	  2.0804470e-001	
 -1.0638793e-003	  8.8502569e-001	
  6.5118742e-004	  4.0176000e-001	
  8.6439317e-003	  8.5968000e-001	
  1.9678867e-002	  4.3200000e-001	
  7.2272628e-003	  5.0183208e-001	
  1.3019986e-002	  4.6069466e-001	
  8.7354769e-003	  9.5705107e-001	
  2.0925281e-002	  5.0925721e-001	
  8.9008267e-003	  9.6834702e-001	
  2.1234835e-002	  5.2023795e-001	
  9.0692043e-003	  9.8582865e-001	
  2.0178294e-002	  5.4503550e-001	
  1.6007645e-003	  4.5791999e-001	
 -1.7478590e-002	  2.7648000e-001	
 -1.4909068e-002	  6.0453588e-001	
 -1.8449990e-002	  7.2856932e-001	
  9.1797846e-003	  1.0670400e+000	
  3.2477592e-002	  5.4263976e-001	
  1.0807723e-002	  3.4118809e-001	
  2.7709378e-002	  1.8144000e-001	
  1.1356987e-002	  2.2464000e-001	
  1.0246217e-002	  1.9008000e-001	
  9.3843825e-003	  6.9229012e-001	
  2.7337277e-002	  6.4956758e-001	
  1.8475105e-002	  5.5050706e-001	
  2.4640114e-002	  1.7712000e-001	
  2.4374578e-003	  5.0924713e-001	
  1.1722065e-002	  1.4526910e-001	
  3.4008313e-003	  4.4238262e-001	
  1.7894796e-002	  5.2495416e-001	
  8.1777986e-003	  2.9892957e-001	
  2.3934410e-002	  1.5118149e-001	
  1.7429759e-002	  1.2536212e+000	
  3.8106803e-003	  3.6414682e-001	
 -4.1224936e-002	  6.8443653e-001	
  1.9822675e-002	  5.4027820e-001	
  3.4476065e-002	  1.2839235e+000	
  2.6720607e-002	  7.4948926e-001	
  9.9126435e-003	  1.0864537e+000	
  2.7039948e-002	  7.4810186e-001	
  1.0026129e-002	  1.0803001e+000	
  2.6163335e-002	  7.5376280e-001	
  2.6596920e-003	  8.6367863e-001	
  1.0651258e-002	  3.6601450e-001	
  1.4186208e-003	  9.1875921e-001	
  2.1588695e-002	  1.1231999e-001	
